init_time,test_name
0.053757,rust-spin-fuzzysearch-http
0.124423,rust-spin-fuzzysearch-http
0.057092,rust-spin-fuzzysearch-http
0.081637,rust-spin-fuzzysearch-http
0.090565,rust-spin-fuzzysearch-http
0.079716,rust-spin-fuzzysearch-http
0.049853,rust-spin-fuzzysearch-http
0.089599,rust-spin-fuzzysearch-http
0.052061,rust-spin-fuzzysearch-http
0.085452,rust-spin-fuzzysearch-http
0.127563,rust-spin-fuzzysearch-http
0.064234,rust-spin-fuzzysearch-http
0.050336,rust-spin-fuzzysearch-http
0.074922,rust-spin-fuzzysearch-http
0.071288,rust-spin-fuzzysearch-http
0.054314,rust-spin-fuzzysearch-http
0.079436,rust-spin-fuzzysearch-http
0.075673,rust-spin-fuzzysearch-http
0.078213,rust-spin-fuzzysearch-http
0.081811,rust-spin-fuzzysearch-http
0.069254,rust-spin-fuzzysearch-http
0.049505,rust-spin-fuzzysearch-http
0.068775,rust-spin-fuzzysearch-http
0.057942,rust-spin-fuzzysearch-http
0.089844,rust-spin-fuzzysearch-http
0.070059,rust-spin-fuzzysearch-http
0.091044,rust-spin-fuzzysearch-http
0.056546,rust-spin-fuzzysearch-http
0.084922,rust-spin-fuzzysearch-http
0.083552,rust-spin-fuzzysearch-http
0.081645,rust-spin-fuzzysearch-http
0.056046,rust-spin-fuzzysearch-http
0.071208,rust-spin-fuzzysearch-http
0.084783,rust-spin-fuzzysearch-http
0.060149,rust-spin-fuzzysearch-http
0.062014,rust-spin-fuzzysearch-http
0.087429,rust-spin-fuzzysearch-http
0.078308,rust-spin-fuzzysearch-http
0.069972,rust-spin-fuzzysearch-http
0.056834,rust-spin-fuzzysearch-http
0.081256,rust-spin-fuzzysearch-http
0.070735,rust-spin-fuzzysearch-http
0.097585,rust-spin-fuzzysearch-http
0.101539,rust-spin-fuzzysearch-http
0.105987,rust-spin-fuzzysearch-http
0.053242,rust-spin-fuzzysearch-http
0.084188,rust-spin-fuzzysearch-http
0.083036,rust-spin-fuzzysearch-http
0.073836,rust-spin-fuzzysearch-http
0.082036,rust-spin-fuzzysearch-http
0.053482,rust-spin-fuzzysearch-http
0.058485,rust-spin-fuzzysearch-http
0.069342,rust-spin-fuzzysearch-http
0.073794,rust-spin-fuzzysearch-http
0.077286,rust-spin-fuzzysearch-http
0.060765,rust-spin-fuzzysearch-http
0.089600,rust-spin-fuzzysearch-http
0.051535,rust-spin-fuzzysearch-http
0.081289,rust-spin-audio-sine-wave
0.061998,rust-spin-audio-sine-wave
0.067814,rust-spin-audio-sine-wave
0.079832,rust-spin-audio-sine-wave
0.071752,rust-spin-audio-sine-wave
0.080302,rust-spin-audio-sine-wave
0.067386,rust-spin-audio-sine-wave
0.086655,rust-spin-audio-sine-wave
0.051377,rust-spin-audio-sine-wave
0.057182,rust-spin-audio-sine-wave
0.079232,rust-spin-audio-sine-wave
0.085972,rust-spin-audio-sine-wave
0.079884,rust-spin-audio-sine-wave
0.071307,rust-spin-audio-sine-wave
0.096930,rust-spin-audio-sine-wave
0.098673,rust-spin-audio-sine-wave
0.058104,rust-spin-audio-sine-wave
0.087676,rust-spin-audio-sine-wave
0.057986,rust-spin-audio-sine-wave
0.064417,rust-spin-audio-sine-wave
0.083968,rust-spin-audio-sine-wave
0.055043,rust-spin-audio-sine-wave
0.070915,rust-spin-audio-sine-wave
0.056562,rust-spin-audio-sine-wave
0.068229,rust-spin-audio-sine-wave
0.072248,rust-spin-audio-sine-wave
0.071081,rust-spin-audio-sine-wave
0.087578,rust-spin-audio-sine-wave
0.084112,rust-spin-audio-sine-wave
0.070781,rust-spin-audio-sine-wave
0.175172,rust-spin-audio-sine-wave
0.093683,rust-spin-audio-sine-wave
0.051397,rust-spin-audio-sine-wave
0.053600,rust-spin-audio-sine-wave
0.087579,rust-spin-audio-sine-wave
0.074309,rust-spin-audio-sine-wave
0.082690,rust-spin-audio-sine-wave
0.074617,rust-spin-audio-sine-wave
0.054093,rust-spin-audio-sine-wave
0.057470,rust-spin-audio-sine-wave
0.086710,rust-spin-audio-sine-wave
0.067169,rust-spin-audio-sine-wave
0.087968,rust-spin-audio-sine-wave
0.060443,rust-spin-audio-sine-wave
0.078739,rust-spin-audio-sine-wave
0.058998,rust-spin-audio-sine-wave
0.081902,rust-spin-audio-sine-wave
0.064548,rust-spin-audio-sine-wave
0.087135,rust-spin-audio-sine-wave
0.087372,rust-spin-audio-sine-wave
0.083910,rust-spin-audio-sine-wave
0.077415,rust-spin-audio-sine-wave
0.074437,rust-spin-audio-sine-wave
0.090412,rust-spin-audio-sine-wave
0.079802,rust-spin-audio-sine-wave
0.071705,rust-spin-audio-sine-wave
0.065714,rust-spin-audio-sine-wave
0.053778,rust-spin-audio-sine-wave
0.081224,rust-spin-audio-sine-wave
0.069242,rust-spin-audio-sine-wave
0.210609,rust-spin-audio-sine-wave
0.077684,rust-spin-audio-sine-wave
0.060594,rust-spin-audio-sine-wave
0.071231,rust-spin-audio-sine-wave
0.085900,rust-spin-audio-sine-wave
0.110401,rust-spin-audio-sine-wave
0.060232,rust-spin-audio-sine-wave
0.091306,rust-spin-audio-sine-wave
0.062946,rust-spin-audio-sine-wave
0.073478,rust-spin-audio-sine-wave
0.055284,rust-spin-audio-sine-wave
0.081607,rust-spin-audio-sine-wave
0.082068,rust-spin-audio-sine-wave
0.090124,rust-spin-audio-sine-wave
0.094899,rust-spin-audio-sine-wave
0.056942,rust-spin-audio-sine-wave
